frame_idx,timestamp_s,ground_truth_u,ground_truth_v,occulted
61,2.0333,520.809,203.415,0
62,2.0667,522.17,196.734,0
63,2.1,518.521,191.691,0
64,2.1333,516.607,186.686,0
65,2.1667,514.62,179.499,0
66,2.2,510.954,174.822,0
67,2.2333,508.203,168.905,0
68,2.2667,508.43,163.486,0
69,2.3,504.649,156.079,0
70,2.3333,503.609,151.482,0
71,2.3667,504.699,144.413,0
72,2.4,502.264,138.164,0
73,2.4333,501.179,133.711,0
74,2.4667,500.217,128.118,0
75,2.5,495.25,124.241,0
76,2.5333,489.976,122.416,0
77,2.5667,484.69,121.815,0
78,2.6,481.937,118.541,0
79,2.6333,478.042,117.467,0
80,2.6667,475.996,115.883,0
81,2.7,471.745,114.603,0
82,2.7333,470.529,112.174,0
83,2.7667,466.649,112.319,0
84,2.8,465.02,110.076,0
85,2.8333,462.057,110.804,0
86,2.8667,457.913,109.002,0
87,2.9,452.716,109.236,0
88,2.9333,446.495,110.351,0
89,2.9667,441.465,113.043,0
90,3.0,434.924,115.8,0
91,3.0333,430.809,119.411,0
92,3.0667,427.124,122.217,0
93,3.1,421.656,125.258,0
94,3.1333,419.581,131.808,0
95,3.1667,413.616,135.01,0
96,3.2,410.508,137.427,0
97,3.2333,407.986,141.997,0
98,3.2667,401.268,145.132,0
99,3.3,394.627,148.442,0
100,3.3333,390.023,153.427,0
101,3.3667,381.738,159.916,0
102,3.4,374.944,165.881,0
103,3.4333,369.272,171.807,0
104,3.4667,363.851,180.2,0
105,3.5,361.567,188.804,0
106,3.5333,357.33,196.263,0
107,3.5667,350.778,201.746,0
108,3.6,347.925,209.844,0
109,3.6333,342.196,216.241,0
110,3.6667,337.136,222.936,0
111,3.7,328.148,228.49,0
112,3.7333,321.696,234.825,0
113,3.7667,313.606,240.567,0
114,3.8,308.853,248.055,0
115,3.8333,303.269,255.523,0
116,3.8667,298.246,263.816,0
117,3.9,293.486,271.72,0
118,3.9333,287.977,278.927,0
119,3.9667,284.994,287.566,0
120,4.0,280.075,294.449,0
121,4.0333,275.199,303.955,0
122,4.0667,270.056,308.28,0
123,4.1,262.686,314.284,0
124,4.1333,257.724,318.014,0
125,4.1667,250.301,323.829,0
126,4.2,244.194,328.436,0
127,4.2333,238.485,331.552,0
128,4.2667,235.206,336.791,0
129,4.3,230.208,340.194,0
130,4.3333,227.091,346.906,0
131,4.3667,223.745,350.475,0
132,4.4,218.939,356.607,0
133,4.4333,216.189,360.997,0
134,4.4667,209.714,363.247,0
135,4.5,203.092,367.801,0
136,4.5333,198.014,367.718,0
137,4.5667,191.658,369.646,0
138,4.6,185.397,367.95,0
139,4.6333,182.48,369.065,0
140,4.6667,177.578,369.424,0
141,4.7,176.562,366.804,0
142,4.7333,174.223,367.435,0
143,4.7667,171.617,366.368,0
144,4.8,168.43,367.162,0
145,4.8333,165.91,366.429,0
146,4.8667,160.723,364.592,0
147,4.9,154.546,365.214,0
148,4.9333,150.611,360.925,0
149,4.9667,148.05,357.558,0
150,5.0,144.801,353.123,0
151,5.0333,141.008,349.599,0
152,5.0667,139.627,343.455,0
153,5.1,138.45,337.477,0
154,5.1333,136.483,333.668,0
155,5.1667,138.015,327.932,0
156,5.2,134.885,323.488,0
157,5.2333,132.648,318.471,0
158,5.2667,130.217,311.7,0
159,5.3,124.906,307.351,0
160,5.3333,125.287,301.747,0
161,5.3667,122.519,295.689,0
162,5.4,120.326,291.101,0
163,5.4333,120.92,283.529,0
164,5.4667,119.429,275.257,0
165,5.5,121.237,266.865,0
166,5.5333,122.575,257.498,0
167,5.5667,123.301,251.037,0
168,5.6,123.821,242.588,0
169,5.6333,121.913,234.248,0
170,5.6667,121.635,228.487,0
171,5.7,119.076,223.16,0
172,5.7333,118.898,218.704,0
173,5.7667,119.181,210.973,0
174,5.8,119.155,205.257,0
175,5.8333,121.281,199.519,0
176,5.8667,123.367,191.615,0
177,5.9,125.692,182.816,0
178,5.9333,128.987,176.02,0
179,5.9667,131.025,169.676,0
180,6.0,132.722,160.845,0
181,6.0333,132.373,155.128,0
182,6.0667,134.453,148.948,0
183,6.1,134.449,144.362,0
184,6.1333,135.922,141.087,0
185,6.1667,137.067,137.168,0
186,6.2,139.542,133.155,0
187,6.2333,143.466,131.303,0
188,6.2667,145.802,127.063,0
189,6.3,151.699,126.861,0
190,6.3333,157.06,121.784,0
191,6.3667,159.964,116.957,0
192,6.4,165.218,115.126,0
193,6.4333,164.801,112.607,0
194,6.4667,168.192,109.9,0
195,6.5,170.308,108.462,0
196,6.5333,172.098,108.537,0
197,6.5667,176.737,108.592,0
198,6.6,180.511,110.219,0
199,6.6333,183.79,111.741,0
200,6.6667,191.7,113.01,0
201,6.7,197.262,116.225,0
202,6.7333,201.949,117.266,0
203,6.7667,207.85,119.716,0
204,6.8,213.022,121.008,0
205,6.8333,216.106,123.458,0
206,6.8667,219.152,126.501,0
207,6.9,221.086,127.382,0
208,6.9333,226.773,130.794,0
209,6.9667,232.378,135.592,0
210,7.0,236.684,141.896,0
211,7.0333,242.938,147.535,0
212,7.0667,248.671,153.32,0
213,7.1,255.367,159.261,0
214,7.1333,262.012,167.063,0
215,7.1667,268.116,174.306,0
216,7.2,273.344,178.87,0
217,7.2333,276.489,184.919,0
218,7.2667,281.432,192.543,0
219,7.3,285.375,197.197,0
220,7.3333,289.528,203.714,0
221,7.3667,293.639,209.004,0
222,7.4,300.135,215.935,0
223,7.4333,308.721,223.712,0
224,7.4667,314.308,231.553,0
225,7.5,321.416,240.13,0
226,7.5333,329.717,246.188,0
227,7.5667,334.587,256.103,0
228,7.6,338.996,264.313,0
229,7.6333,343.266,271.03,0
230,7.6667,346.998,278.186,0
231,7.7,350.521,284.235,0
232,7.7333,355.057,291.248,0
233,7.7667,361.553,294.949,0
234,7.8,368.146,300.585,0
235,7.8333,374.074,306.716,0
236,7.8667,381.683,312.413,0
237,7.9,387.89,319.002,0
238,7.9333,393.865,323.875,0
239,7.9667,398.292,332.289,0
240,8.0,404.472,338.268,0
241,8.0333,407.71,343.099,0
242,8.0667,411.234,348.715,0
243,8.1,413.767,352.94,0
244,8.1333,419.363,354.479,0
245,8.1667,424.62,357.195,0
246,8.2,428.11,358.571,0
247,8.2333,434.466,361.766,0
248,8.2667,440.602,362.864,0
249,8.3,445.719,364.534,0
250,8.3333,450.868,367.532,0
251,8.3667,455.017,367.896,0
252,8.4,458.026,369.252,0
253,8.4333,460.521,371.064,0
254,8.4667,464.365,372.01,0
255,8.5,465.362,371.803,0
256,8.5333,469.022,371.061,0
257,8.5667,472.463,369.891,0
258,8.6,478.872,367.27,0
259,8.6333,483.077,362.645,0
260,8.6667,487.329,360.82,0
261,8.7,492.809,355.884,0
262,8.7333,495.543,351.772,0
263,8.7667,498.357,348.605,0
264,8.8,498.247,343.627,0
265,8.8333,500.56,341.465,0
266,8.8667,500.364,337.626,0
267,8.9,501.82,334.695,0
268,8.9333,503.872,330.037,0
269,8.9667,506.46,325.043,0
270,9.0,509.437,319.075,0
271,9.0333,512.341,313.67,0
272,9.0667,515.378,304.983,0
273,9.1,517.915,295.964,0
274,9.1333,519.033,288.65,0
275,9.1667,519.381,282.432,0
276,9.2,517.89,274.91,0
277,9.2333,517.119,269.388,0
278,9.2667,518.057,262.164,0
279,9.3,517.009,254.714,0
280,9.3333,518.331,248.633,0
281,9.3667,518.837,243.215,0
282,9.4,519.297,237.97,0
283,9.4333,518.573,230.139,0
284,9.4667,520.643,223.642,0
285,9.5,521.976,213.958,0
286,9.5333,521.625,206.541,0
287,9.5667,520.339,198.34,0
288,9.6,516.606,190.704,0
289,9.6333,515.027,182.647,0
290,9.6667,511.632,176.415,0
291,9.7,509.435,170.596,0
292,9.7333,508.724,166.118,0
293,9.7667,508.758,161.069,0
294,9.8,507.223,156.051,0
295,9.8333,505.957,151.449,0
296,9.8667,506.383,148.501,0
297,9.9,504.574,142.31,0
298,9.9333,500.728,138.347,0
299,9.9667,497.765,132.567,0
300,10.0,493.301,128.553,0
301,10.0333,489.678,123.622,0
302,10.0667,485.113,117.982,0
303,10.1,479.981,116.535,0
304,10.1333,478.614,113.037,0
305,10.1667,475.556,111.767,0
306,10.2,474.428,111.663,0
307,10.2333,472.7,112.087,0
308,10.2667,469.497,113.734,0
309,10.3,464.688,111.365,0
310,10.3333,461.156,112.12,0
311,10.3667,456.953,112.351,0
312,10.4,451.666,112.207,0
313,10.4333,444.275,112.615,0
314,10.4667,439.341,113.165,0
315,10.5,434.502,113.703,0
316,10.5333,430.516,117.864,0
317,10.5667,425.757,119.547,0
318,10.6,423.427,123.316,0
319,10.6333,420.348,126.594,0
320,10.6667,415.529,132.984,0
321,10.7,411.61,137.725,0
322,10.7333,407.728,143.342,0
323,10.7667,399.159,147.926,0
324,10.8,393.042,153.625,0
325,10.8333,386.822,156.795,0
326,10.8667,381.116,163.186,0
327,10.9,374.991,167.754,0
328,10.9333,369.624,172.68,0
329,10.9667,365.698,178.387,0
330,11.0,361.591,186.073,0
331,11.0333,358.777,192.235,0
332,11.0667,352.701,200.157,0
333,11.1,347.888,208.668,0
334,11.1333,341.128,215.301,0
335,11.1667,333.68,222.288,0
336,11.2,328.027,231.967,0
337,11.2333,320.11,238.781,0
338,11.2667,313.608,246.137,0
339,11.3,309.507,251.76,0
340,11.3333,303.693,258.169,0
341,11.3667,298.707,264.578,0
342,11.4,295.539,271.367,0
343,11.4333,291.317,276.452,0
344,11.4667,285.721,285.194,0
345,11.5,281.427,291.471,0
346,11.5333,275.528,299.487,0
347,11.5667,267.524,304.213,0
348,11.6,260.372,314.123,0
349,11.6333,253.884,319.627,0
350,11.6667,248.753,326.431,0
351,11.7,242.281,330.746,0
352,11.7333,239.053,335.272,0
353,11.7667,236.097,339.674,0
354,11.8,231.078,342.613,0
355,11.8333,227.697,345.716,0
356,11.8667,224.724,349.095,0
357,11.9,219.69,353.382,0
358,11.9333,212.768,356.4,0
359,11.9667,207.223,359.463,0
360,12.0,201.188,363.081,1
361,12.0333,196.908,366.786,1
362,12.0667,188.964,368.531,1
363,12.1,186.317,370.809,1
364,12.1333,182.237,371.668,1
365,12.1667,180.462,371.465,1
366,12.2,178.283,369.573,1
367,12.2333,175.308,369.887,1
368,12.2667,171.657,367.724,1
369,12.3,168.385,366.644,1
370,12.3333,164.353,363.197,1
371,12.3667,159.586,361.749,1
372,12.4,154.405,360.662,1
373,12.4333,148.377,358.098,1
374,12.4667,146.432,357.453,1
375,12.5,144.387,354.303,1
376,12.5333,142.564,350.368,1
377,12.5667,141.644,347.658,1
378,12.6,140.401,341.208,1
379,12.6333,139.68,336.628,1
380,12.6667,137.725,332.087,1
381,12.7,134.99,324.706,1
382,12.7333,133.02,316.637,1
383,12.7667,127.125,311.791,1
384,12.8,125.808,305.073,1
385,12.8333,123.869,298.311,1
386,12.8667,121.464,291.442,1
387,12.9,120.024,286.459,1
388,12.9333,121.111,282.333,1
389,12.9667,122.2,275.888,1
390,13.0,121.979,268.084,1
391,13.0333,123.609,261.395,1
392,13.0667,123.338,255.06,1
393,13.1,121.698,245.452,1
394,13.1333,120.728,236.375,1
395,13.1667,119.775,230.322,1
396,13.2,117.98,221.936,1
397,13.2333,118.663,212.908,1
398,13.2667,118.815,206.871,1
399,13.3,119.295,200.581,1
400,13.3333,122.324,194.95,1
401,13.3667,125.866,189.732,1
402,13.4,127.407,182.574,1
403,13.4333,129.588,178.641,1
404,13.4667,130.949,171.738,1
405,13.5,130.872,165.854,1
406,13.5333,131.572,157.893,1
407,13.5667,133.148,152.825,1
408,13.6,133.975,146.015,1
409,13.6333,134.163,140.898,1
410,13.6667,137.133,134.378,1
411,13.7,140.97,131.775,1
412,13.7333,143.84,127.026,1
413,13.7667,149.328,124.773,1
414,13.8,152.613,122.563,1
415,13.8333,157.579,120.518,1
416,13.8667,159.387,119.955,1
417,13.9,162.336,115.922,1
418,13.9333,163.862,115.092,1
419,13.9667,165.854,114.122,1
420,14.0,168.697,112.279,1
421,14.0333,172.693,110.818,1
422,14.0667,176.256,109.046,1
423,14.1,182.203,107.937,1
424,14.1333,186.316,108.917,1
425,14.1667,193.106,110.21,1
426,14.2,197.688,113.58,1
427,14.2333,203.044,115.399,1
428,14.2667,208.174,116.514,1
429,14.3,212.143,121.422,1
430,14.3333,213.774,125.24,1
431,14.3667,217.007,129.353,1
432,14.4,221.965,133.281,1
433,14.4333,224.836,134.789,1
434,14.4667,230.537,139.722,1
435,14.5,237.11,142.868,1
436,14.5333,244.209,145.17,1
437,14.5667,250.458,150.314,1
438,14.6,257.896,156.052,1
439,14.6333,263.534,163.429,1
440,14.6667,266.685,168.286,1
441,14.7,271.669,175.756,1
442,14.7333,274.342,185.525,1
443,14.7667,279.837,192.582,1
444,14.8,282.238,200.872,1
445,14.8333,288.21,204.727,1
446,14.8667,294.757,212.021,1
447,14.9,302.989,220.613,1
448,14.9333,310.199,226.301,1
449,14.9667,317.394,232.141,1
450,15.0,322.472,236.533,1
451,15.0333,327.208,246.045,0
452,15.0667,334.12,252.286,0
453,15.1,337.408,260.562,0
454,15.1333,339.698,267.277,0
455,15.1667,345.981,277.198,0
456,15.2,350.79,284.947,0
457,15.2333,355.046,292.061,0
458,15.2667,361.777,298.833,0
459,15.3,368.346,306.329,0
460,15.3333,377.41,310.556,0
461,15.3667,382.067,315.27,0
462,15.4,387.777,318.214,0
463,15.4333,394.216,325.182,0
464,15.4667,397.937,328.848,0
465,15.5,402.75,334.479,0
466,15.5333,404.464,339.62,0
467,15.5667,410.125,345.399,0
468,15.6,414.677,349.67,0
469,15.6333,417.787,354.599,0
470,15.6667,422.903,358.26,0
471,15.7,429.963,362.534,0
472,15.7333,436.843,363.391,0
473,15.7667,444.074,366.609,0
474,15.8,447.816,367.708,0
475,15.8333,451.538,367.34,0
476,15.8667,454.286,369.126,0
477,15.9,457.554,367.016,0
478,15.9333,458.809,367.827,0
479,15.9667,461.618,367.687,0
480,16.0,465.863,367.005,0
481,16.0333,468.937,368.883,0
482,16.0667,473.783,366.844,0
483,16.1,479.449,367.017,0
484,16.1333,484.475,365.658,0
485,16.1667,488.683,362.084,0
486,16.2,491.764,359.539,0
487,16.2333,494.797,354.966,0
488,16.2667,496.731,350.598,0
489,16.3,495.578,344.075,0
490,16.3333,496.429,340.988,0
491,16.3667,499.655,335.126,0
492,16.4,501.145,330.327,0
493,16.4333,503.366,325.224,0
494,16.4667,508.046,322.153,0
495,16.5,511.122,316.119,0
496,16.5333,514.359,312.981,0
497,16.5667,516.593,307.236,0
498,16.6,518.097,302.769,0
499,16.6333,517.829,294.412,0
500,16.6667,518.525,285.77,0
501,16.7,517.737,277.736,0
502,16.7333,516.733,269.618,0
503,16.7667,516.596,262.34,0
504,16.8,515.833,254.282,0
505,16.8333,516.502,246.26,0
506,16.8667,517.819,239.77,0
507,16.9,520.588,233.111,0
508,16.9333,521.778,226.954,0
509,16.9667,522.163,219.751,0
510,17.0,520.697,214.066,0
511,17.0333,521.239,208.246,0
512,17.0667,517.582,200.771,0
513,17.1,515.806,194.811,0
514,17.1333,512.966,188.014,0
515,17.1667,510.981,178.388,0
516,17.2,509.096,171.069,0
517,17.2333,508.43,163.395,0
518,17.2667,509.706,159.122,0
519,17.3,507.249,151.792,0
520,17.3333,506.558,147.622,0
521,17.3667,505.026,144.254,0
522,17.4,502.969,139.307,0
523,17.4333,501.523,136.76,0
524,17.4667,498.121,134.824,0
525,17.5,491.176,130.632,0
526,17.5333,488.059,127.145,0
527,17.5667,482.751,121.218,0
528,17.6,480.53,120.061,0
529,17.6333,478.889,114.929,0
530,17.6667,477.254,112.166,0
531,17.7,475.638,109.414,0
532,17.7333,472.22,108.627,0
533,17.7667,471.23,107.981,0
534,17.8,465.216,110.797,0
535,17.8333,460.869,110.714,0
536,17.8667,455.681,111.313,0
537,17.9,447.803,113.018,0
538,17.9333,444.04,115.125,0
539,17.9667,438.089,116.562,0
540,18.0,435.798,119.456,0
541,18.0333,431.397,119.502,0
542,18.0667,427.742,122.194,0
543,18.1,423.751,123.521,0
544,18.1333,420.817,126.259,0
545,18.1667,417.877,129.425,0
546,18.2,410.255,135.036,0
547,18.2333,404.221,139.708,0
548,18.2667,398.933,146.337,0
549,18.3,391.935,150.523,0
550,18.3333,385.659,158.475,0
551,18.3667,380.468,163.67,0
552,18.4,375.871,171.39,0
553,18.4333,371.649,177.248,0
554,18.4667,367.195,183.563,0
555,18.5,363.927,187.465,0
556,18.5333,358.653,193.279,0
557,18.5667,353.746,198.382,0
558,18.6,347.961,206.091,0
559,18.6333,342.649,211.994,0
560,18.6667,334.059,220.25,0
561,18.7,325.458,227.289,0
562,18.7333,319.828,234.939,0
563,18.7667,314.167,244.219,0
564,18.8,309.539,253.427,0
565,18.8333,305.475,260.081,0
566,18.8667,300.461,268.512,0
567,18.9,297.518,274.134,0
568,18.9333,292.286,281.138,0
569,18.9667,285.541,286.144,0
570,19.0,280.394,292.029,0
571,19.0333,274.655,297.768,0
572,19.0667,267.054,302.431,0
573,19.1,259.06,310.478,0
574,19.1333,254.415,316.726,0
575,19.1667,249.354,322.128,0
576,19.2,244.222,329.679,0
577,19.2333,240.482,336.033,0
578,19.2667,235.836,340.927,0
579,19.3,232.013,345.731,0
580,19.3333,230.316,349.734,0
581,19.3667,223.942,352.993,0
582,19.4,217.564,355.151,0
583,19.4333,213.385,356.966,0
584,19.4667,205.666,359.672,0
585,19.5,198.588,361.053,0
586,19.5333,193.467,363.492,0
587,19.5667,190.547,363.662,0
588,19.6,188.283,366.402,0
589,19.6333,186.148,369.725,0
590,19.6667,182.693,370.407,0
591,19.7,178.828,371.61,0
592,19.7333,175.687,371.697,0
593,19.7667,172.665,372.187,0
594,19.8,166.327,369.499,0
595,19.8333,162.951,366.553,0
596,19.8667,158.811,365.805,0
597,19.9,153.749,360.355,0
598,19.9333,149.542,356.373,0
599,19.9667,146.9,353.312,0
600,20.0,145.917,349.619,0
601,20.0333,144.692,348.336,0
602,20.0667,144.048,344.066,0
603,20.1,142.488,341.599,0
604,20.1333,139.645,336.797,0
605,20.1667,137.524,332.461,0
606,20.2,133.439,327.603,0
607,20.2333,129.773,322.724,0
608,20.2667,127.177,316.183,0
609,20.3,124.862,307.276,0
610,20.3333,122.809,300.575,0
611,20.3667,124.253,292.801,0
612,20.4,124.02,284.433,0
613,20.4333,123.17,278.226,0
614,20.4667,123.371,271.562,0
615,20.5,124.151,267.992,0
616,20.5333,124.217,259.712,0
617,20.5667,121.902,254.166,0
618,20.6,120.349,247.609,0
619,20.6333,118.779,239.821,0
620,20.6667,117.704,234.065,0
621,20.7,117.406,224.809,0
622,20.7333,117.436,217.131,0
623,20.7667,118.986,209.467,0
624,20.8,120.434,200.037,0
625,20.8333,123.708,192.646,0
626,20.8667,127.285,186.379,0
627,20.9,127.66,179.101,0
628,20.9333,130.901,173.956,0
629,20.9667,128.682,167.747,0
630,21.0,130.604,164.215,0
631,21.0333,130.407,159.739,0
632,21.0667,131.062,152.986,0
633,21.1,132.443,150.361,0
634,21.1333,135.764,143.732,0
635,21.1667,138.7,139.061,0
636,21.2,143.601,133.269,0
637,21.2333,145.631,127.993,0
638,21.2667,150.729,123.282,0
639,21.3,152.884,119.066,0
640,21.3333,156.997,116.777,0
641,21.3667,159.234,115.47,0
642,21.4,159.963,113.459,0
643,21.4333,163.509,113.6,0
644,21.4667,165.185,112.903,0
645,21.5,168.193,112.716,0
646,21.5333,172.929,112.035,0
647,21.5667,179.456,112.583,0
648,21.6,182.814,111.689,0
649,21.6333,189.559,111.487,0
650,21.6667,193.572,111.843,0
651,21.7,199.738,110.344,0
652,21.7333,203.318,112.611,0
653,21.7667,205.877,114.07,0
654,21.8,208.137,117.455,0
655,21.8333,211.858,122.131,0
656,21.8667,216.903,126.996,0
657,21.9,221.122,131.873,0
658,21.9333,225.885,136.212,0
659,21.9667,232.904,140.577,0
660,22.0,238.602,147.388,0
661,22.0333,244.741,150.066,0
662,22.0667,252.109,154.807,0
663,22.1,257.977,159.88,0
664,22.1333,261.002,163.21,0
665,22.1667,265.895,168.827,0
666,22.2,269.459,174.351,0
667,22.2333,272.77,182.359,0
668,22.2667,278.711,189.222,0
669,22.3,283.174,196.0,0
670,22.3333,290.385,204.711,0
671,22.3667,297.374,212.022,0
672,22.4,304.634,219.318,0
673,22.4333,311.116,228.166,0
674,22.4667,317.733,234.899,0
675,22.5,322.173,241.002,0
676,22.5333,328.496,248.621,0
677,22.5667,333.297,253.005,0
678,22.6,336.032,259.234,0
679,22.6333,339.321,266.301,0
680,22.6667,345.514,273.928,0
681,22.7,349.535,281.597,0
682,22.7333,356.849,287.966,0
683,22.7667,363.786,294.852,0
684,22.8,370.882,303.029,0
685,22.8333,377.34,310.466,0
686,22.8667,383.741,317.037,0
687,22.9,387.901,322.362,0
688,22.9333,392.778,328.153,0
689,22.9667,395.917,333.956,0
690,23.0,398.965,335.863,0
691,23.0333,405.2,339.294,0
692,23.0667,407.791,343.583,0
693,23.1,413.167,347.152,0
694,23.1333,419.512,350.912,0
695,23.1667,425.368,354.309,0
696,23.2,432.723,358.954,0
697,23.2333,438.376,363.09,0
698,23.2667,442.056,365.767,0
699,23.3,446.788,368.638,0
700,23.3333,450.354,370.382,0
701,23.3667,453.115,371.647,0
702,23.4,455.744,370.806,0
703,23.4333,458.293,369.731,0
704,23.4667,462.792,369.061,0
705,23.5,465.812,368.869,0
706,23.5333,470.886,366.082,0
707,23.5667,477.392,363.607,0
708,23.6,481.454,362.442,0
709,23.6333,485.362,361.871,0
710,23.6667,488.144,360.038,0
711,23.7,490.444,358.809,0
712,23.7333,494.06,358.464,0
713,23.7667,493.844,353.616,0
714,23.8,494.919,350.358,0
715,23.8333,498.912,343.647,0
716,23.8667,499.169,339.487,0
717,23.9,501.293,332.762,0
718,23.9333,504.669,326.161,0
719,23.9667,506.811,319.388,0
720,24.0,511.561,312.889,0
721,24.0333,514.561,309.012,0
722,24.0667,518.199,301.84,0
723,24.1,518.277,296.708,0
724,24.1333,518.159,291.731,0
725,24.1667,516.605,285.378,0
726,24.2,515.125,281.108,0
727,24.2333,515.28,272.164,0
728,24.2667,515.875,267.004,0
729,24.3,517.325,259.184,0
730,24.3333,518.632,249.703,0
731,24.3667,521.198,241.672,0
732,24.4,522.504,233.463,0
733,24.4333,522.133,224.599,0
734,24.4667,521.776,218.146,0
735,24.5,520.48,210.862,0
736,24.5333,518.092,204.54,0
737,24.5667,517.959,198.274,0
738,24.6,512.864,193.39,0
739,24.6333,512.586,187.698,0
740,24.6667,510.553,180.385,0
741,24.7,509.761,174.53,0
742,24.7333,510.101,168.771,0
743,24.7667,510.517,161.845,0
744,24.8,509.573,154.101,0
745,24.8333,508.875,150.406,0
746,24.8667,505.712,143.136,0
747,24.9,501.89,137.577,0
748,24.9333,498.073,133.011,0
749,24.9667,494.676,129.991,0
750,25.0,490.269,126.696,0
751,25.0333,486.658,123.861,0
752,25.0667,484.643,123.129,0
753,25.1,483.678,120.018,0
754,25.1333,481.404,117.839,0
755,25.1667,479.191,117.019,0
756,25.2,477.284,113.699,0
757,25.2333,473.932,111.595,0
758,25.2667,468.778,108.909,0
759,25.3,465.277,107.445,0
760,25.3333,458.948,107.062,0
761,25.3667,453.378,106.973,0
762,25.4,448.673,110.334,0
763,25.4333,444.059,110.036,0
764,25.4667,439.963,114.025,0
765,25.5,436.157,116.343,0
766,25.5333,432.925,121.391,0
767,25.5667,429.818,124.225,0
768,25.6,426.702,128.015,0
769,25.6333,422.196,130.701,0
770,25.6667,415.901,134.437,0
771,25.7,410.172,134.628,0
772,25.7333,403.498,138.088,0
773,25.7667,396.73,143.55,0
774,25.8,390.189,147.423,0
775,25.8333,385.441,155.089,0
776,25.8667,379.612,160.649,0
777,25.9,377.109,167.946,0
778,25.9333,374.738,175.188,0
779,25.9667,368.373,182.393,0
780,26.0,364.257,190.148,0
781,26.0333,358.068,195.556,0
782,26.0667,352.817,203.892,0
783,26.1,346.559,209.218,0
784,26.1333,339.059,214.959,0
785,26.1667,333.305,222.546,0
786,26.2,325.917,227.188,0
787,26.2333,320.524,234.706,0
788,26.2667,315.399,240.732,0
789,26.3,310.43,248.285,0
790,26.3333,309.137,256.287,0
791,26.3667,303.842,266.374,0
792,26.4,297.621,272.098,0
793,26.4333,293.916,280.229,0
794,26.4667,284.917,288.381,0
795,26.5,278.53,294.467,0
796,26.5333,270.804,300.843,0
797,26.5667,263.997,307.476,0
798,26.6,258.567,312.749,0
799,26.6333,254.237,315.455,0
800,26.6667,250.065,321.049,0
801,26.7,246.32,325.637,0
802,26.7333,242.86,331.325,0
803,26.7667,238.4,337.165,0
804,26.8,233.61,343.007,0
805,26.8333,228.913,348.008,0
806,26.8667,222.739,354.018,0
807,26.9,216.019,358.082,0
808,26.9333,209.929,361.278,0
809,26.9667,204.434,364.147,0
810,27.0,199.38,364.479,0
811,27.0333,195.747,366.256,0
812,27.0667,191.904,366.528,0
813,27.1,188.264,368.323,0
814,27.1333,187.987,367.566,0
815,27.1667,184.474,366.915,0
816,27.2,180.864,368.776,0
817,27.2333,175.185,368.805,0
818,27.2667,170.838,369.109,0
819,27.3,163.738,368.437,0
820,27.3333,160.306,368.561,0
821,27.3667,156.266,367.524,0
822,27.4,152.58,364.228,0
823,27.4333,148.756,362.21,0
824,27.4667,148.173,357.53,0
825,27.5,147.743,351.519,0
826,27.5333,145.744,348.065,0
827,27.5667,143.458,341.341,0
828,27.6,141.111,337.696,0
829,27.6333,138.59,331.265,0
830,27.6667,135.429,328.817,0
831,27.7,131.155,323.786,0
832,27.7333,128.041,319.925,0
833,27.7667,126.824,313.623,0
834,27.8,124.116,309.98,0
835,27.8333,122.15,302.608,0
